10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
53.7129,48.7129,43.7129,38.7129,33.7129,28.713,23.7149,18.7407,13.9021,9.47943,5.84628,3.23811,1.61319,0.728169,0.300857,0.115044,0.0411543,0.0139094,0.00448099,0.00138666,0.000414967,0.000120785,3.43662e-05,9.59898e-06,2.64172e-06,7.18597e-07,1.93731e-07,5.18851e-08,1.3832e-08,3.67692e-09,9.76082e-10,2.59091e-10,6.88471e-11,1.83239e-11,4.89288e-12,1.31754e-12,3.52887e-13,1.02034e-13,1.77975e-14
